"NetDemand","wM","wM_s95","Posan","Dow","Trend","NetDemand.48","Holy","Year","Date","Time"
50054,1.28873827067956,1.872657075622,0.0561675894742851,5,0.00996532895966118,0.884918063142302,1,2011,2011-01-21,"12:00:00"
45799,3.4855991904426,1.83950907568578,0.0589074718876648,6,0.0104635954076442,0.882325710582354,1,2011,2011-01-22,"12:00:00"
44185,6.08607672641142,5.03558793032005,0.0616473543010446,7,0.0109618618556273,0.685353208036293,1,2011,2011-01-23,"12:00:00"
49792,6.78658808064853,6.12594750278029,0.0643872367144243,1,0.0114601283036104,0.610637903897787,1,2011,2011-01-24,"12:00:00"
49578,7.62862540878309,6.15230247252051,0.0671271191278041,2,0.0119583947515934,0.870197203962596,1,2011,2011-01-25,"12:00:00"
48820,6.00281271136585,6.51570871345349,0.0698670015411839,3,0.0124566611995765,0.860290713822794,1,2011,2011-01-26,"12:00:00"
51130,2.67906897270795,3.07128144075095,0.0726068839545636,4,0.0129549276475595,0.825201370243496,1,2011,2011-01-27,"12:00:00"
50771,1.4225987090595,1.42506894898134,0.0753467663679434,5,0.0134531940955426,0.932135913341357,1,2011,2011-01-28,"12:00:00"
46389,0.968155035148118,0.291054532926054,0.0780866487813231,6,0.0139514605435257,0.91551708175169,1,2011,2011-01-29,"12:00:00"
44845,3.62833799270004,1.45839582738133,0.0808265311947029,7,0.0144497269915087,0.712665493935747,1,2011,2011-01-30,"12:00:00"
51282,2.91358234885173,1.45866012386611,0.0835664136080827,1,0.0149479934394918,0.641190630497176,1,2011,2011-01-31,"12:00:00"
50086,6.11612426544693,2.48850796714177,0.0863062960214624,2,0.0154462598874748,0.939172298861217,1,2011,2011-02-01,"12:00:00"
49950,7.41779218941161,5.01196971143866,0.0890461784348422,3,0.0159445263354579,0.883807054902324,1,2011,2011-02-02,"12:00:00"
48395,6.83064712948436,6.04506249665654,0.0917860608482219,4,0.0164427927834409,0.87751134154245,1,2011,2011-02-03,"12:00:00"
48468,11.2623119569056,9.57823927954546,0.0945259432616017,5,0.016941059231424,0.805527265993889,1,2011,2011-02-04,"12:00:00"
42501,11.470805145818,11.1019640129277,0.0972658256749814,6,0.0174393256794071,0.808906582723822,1,2011,2011-02-05,"12:00:00"
41362,11.3693364745315,10.7440391511387,0.100005708088361,7,0.0179375921273901,0.532682159059346,1,2011,2011-02-06,"12:00:00"
47985,9.5240940391694,9.53956464039357,0.102745590501741,1,0.0184358585753732,0.479955559670401,1,2011,2011-02-07,"12:00:00"
46387,7.05012740284326,4.68013767967546,0.105485472915121,2,0.0189341250233562,0.786547541894269,1,2011,2011-02-08,"12:00:00"
47372,9.09651110820997,7.00131904147236,0.1082253553285,3,0.0194323914713393,0.712572909915749,1,2011,2011-02-09,"12:00:00"
47246,9.08459310724252,8.55349010832924,0.11096523774188,4,0.0199306579193224,0.758170539764837,1,2011,2011-02-10,"12:00:00"
46590,9.44366391254584,8.39796374231091,0.11370512015526,5,0.0204289243673054,0.752337746504953,1,2011,2011-02-11,"12:00:00"
40127,8.85309951474829,8.86775038909415,0.11644500256864,6,0.0209271908152885,0.721970187945561,1,2011,2011-02-12,"12:00:00"
42154,7.98751243547253,7.15605963253867,0.11918488498202,7,0.0214254572632715,0.422784927321544,1,2011,2011-02-13,"12:00:00"
46741,7.26721670333824,5.98853051209769,0.121924767395399,1,0.0219237237112546,0.516618831589668,1,2011,2011-02-14,"12:00:00"
48994,6.27424332912397,4.91455615572816,0.124664649808779,2,0.0224219901592377,0.728960281455421,1,2011,2011-02-15,"12:00:00"
46966,8.19263886656863,5.45645228663856,0.127404532222159,3,0.0229202566072207,0.833256179983335,1,2011,2011-02-16,"12:00:00"
47186,6.27853052643945,5.43922270163437,0.130144414635539,4,0.0234185230552038,0.739375983705213,1,2011,2011-02-17,"12:00:00"
47890,6.01370783405993,5.33610598794987,0.132884297048918,5,0.0239167895031868,0.749560225905009,1,2011,2011-02-18,"12:00:00"
44263,4.46279334596055,4.17857491434229,0.135624179462298,6,0.0244150559511699,0.782149800944357,1,2011,2011-02-19,"12:00:00"
42856,5.06462685962098,4.9201911315857,0.138364061875678,7,0.0249133223991529,0.614248680677715,1,2011,2011-02-20,"12:00:00"
50163,4.96231397680603,4.33862205403368,0.141103944289058,1,0.025411588847136,0.549115822609018,1,2011,2011-02-21,"12:00:00"
48055,5.96430153340531,4.93226989148634,0.143843826702437,2,0.0259098552951191,0.887371539672253,1,2011,2011-02-22,"12:00:00"
48285,8.82284028546453,7.0868225808723,0.146583709115817,3,0.0264081217431021,0.789787982594204,1,2011,2011-02-23,"12:00:00"
44930,11.1961972766583,9.34313364400787,0.149323591529197,4,0.0269063881910852,0.800435144893991,1,2011,2011-02-24,"12:00:00"
45147,12.9501802921673,10.2213759252828,0.152063473942577,5,0.0274046546390682,0.645125451347098,1,2011,2011-02-25,"12:00:00"
40754,8.27774109045151,9.53375367838064,0.154803356355956,6,0.0279029210870513,0.655170817516897,1,2011,2011-02-26,"12:00:00"
40709,6.84475179749867,5.8947980319415,0.157543238769336,7,0.0284011875350344,0.451810017590964,1,2011,2011-02-27,"12:00:00"
48403,4.54783361704388,4.8177497231591,0.160283121182716,1,0.0288994539830174,0.449726877141005,1,2011,2011-02-28,"12:00:00"
47603,5.20424317257574,4.18103515251232,0.163023003596096,2,0.0293977204310005,0.805897602073882,1,2011,2011-03-01,"12:00:00"
47794,4.08112257459168,3.59738862654701,0.165762886009475,3,0.0298959868789835,0.768863994074623,1,2011,2011-03-02,"12:00:00"
48757,3.06623842431328,2.25469889777918,0.168502768422855,4,0.0303942533269666,0.777705767984446,1,2011,2011-03-03,"12:00:00"
47109,3.28855137809928,2.65217768518672,0.171242650836235,5,0.0308925197749497,0.822284973613554,1,2011,2011-03-04,"12:00:00"
42559,4.83054294101076,3.01390815413209,0.173982533249615,6,0.0313907862229327,0.74599574113508,1,2011,2011-03-05,"12:00:00"
41114,5.08974437952683,4.46462080301155,0.176722415662994,7,0.0318890526709158,0.535367095639293,1,2011,2011-03-06,"12:00:00"
46613,5.97342160099854,3.14773843679541,0.179462298076374,1,0.0323873191188988,0.46847514119063,1,2011,2011-03-07,"12:00:00"
46174,7.59838968694512,2.53511107315446,0.182202180489754,2,0.0328855855668819,0.723034904175539,1,2011,2011-03-08,"12:00:00"
46221,9.4098489462454,6.4816888172275,0.184942062903134,3,0.0333838520148649,0.702712711785946,1,2011,2011-03-09,"12:00:00"
45825,10.7813495034989,8.28877480870474,0.187681945316513,4,0.033882118462848,0.704888436255902,1,2011,2011-03-10,"12:00:00"
45504,9.17484950412245,6.88800705481079,0.190421827729893,5,0.0343803849108311,0.686556800296269,1,2011,2011-03-11,"12:00:00"
39943,11.1323864334155,8.30526797714934,0.193161710143273,6,0.0348786513588141,0.671697065086566,1,2011,2011-03-12,"12:00:00"
40019,8.74725726084522,8.60613140016736,0.195901592556653,7,0.0353769178067972,0.414267197481715,1,2011,2011-03-13,"12:00:00"
45311,9.38842913334563,5.46355495313934,0.198641474970033,1,0.0358751842547802,0.417785390241644,1,2011,2011-03-14,"12:00:00"
45954,9.24201437331343,7.19242167679669,0.201381357383412,2,0.0363734507027633,0.662762707156745,1,2011,2011-03-15,"12:00:00"
45797,8.08991928683369,7.90290070123468,0.204121239796792,3,0.0368717171507464,0.692528469586149,1,2011,2011-03-16,"12:00:00"
45924,6.11081563866527,5.45256293238665,0.206861122210172,4,0.0373699835987294,0.685260624016295,1,2011,2011-03-17,"12:00:00"
45536,6.61909278525555,6.1707406290454,0.209601004623552,5,0.0378682500467125,0.691139709286177,1,2011,2011-03-18,"12:00:00"
38619,9.94091566285662,4.25638520536858,0.212340887036931,6,0.0383665164946955,0.673178409406536,1,2011,2011-03-19,"12:00:00"
38652,9.24727090167911,6.33946917541329,0.215080769450311,7,0.0388647829426786,0.35297657624294,1,2011,2011-03-20,"12:00:00"
43860,10.3153565187731,7.89111884073522,0.217820651863691,1,0.0393630493906617,0.35450421257291,1,2011,2011-03-21,"12:00:00"
42733,13.901530584368,9.81146107755337,0.220560534277071,2,0.0398613158386447,0.595593000648088,1,2011,2011-03-22,"12:00:00"
42347,14.6193876489749,9.86756216894396,0.22330041669045,3,0.0403595822866278,0.543421905379132,1,2011,2011-03-23,"12:00:00"
41770,13.2912501484634,8.78442752205707,0.22604029910383,4,0.0408578487346108,0.525553189519489,1,2011,2011-03-24,"12:00:00"
41498,13.6856178574547,8.91987364706547,0.22878018151721,5,0.0413561151825939,0.498842699750023,1,2011,2011-03-25,"12:00:00"
37612,11.2151046253344,9.2258038441692,0.23152006393059,6,0.0418543816305769,0.486251273030275,1,2011,2011-03-26,"12:00:00"
37338,8.10741108488762,7.42040080251526,0.234259946343969,7,0.0423318869765607,0.31797981668364,1,2011,2011-03-27,"12:00:00"
43309,9.20439944199225,7.41340540953185,0.236999828757349,1,0.0428301534245438,0.293676511434126,1,2011,2011-03-28,"12:00:00"
44070,9.8370039233018,7.49512127133239,0.239739711170729,2,0.0433284198725268,0.570086103138598,1,2011,2011-03-29,"12:00:00"
44674,11.1536452737452,10.4304187677891,0.242479593584109,3,0.0438266863205099,0.605314322747894,1,2011,2011-03-30,"12:00:00"
43887,13.7252657509834,10.8182141342816,0.245219475997488,4,0.044324952768493,0.633274696787335,1,2011,2011-03-31,"12:00:00"
43312,13.1795545265687,12.5204913156721,0.247959358410868,5,0.044823219216476,0.596842884918063,1,2011,2011-04-01,"12:00:00"
37190,15.425699154098,13.7409175113848,0.250699240824248,6,0.0453214856644591,0.570224979168595,1,2011,2011-04-02,"12:00:00"
35600,12.384701578743,10.1295226595383,0.253439123237628,7,0.0458197521124421,0.286825293954263,1,2011,2011-04-03,"12:00:00"
43836,10.3046824599188,8.46942580923472,0.256179005651007,1,0.0463180185604252,0.213220998055736,1,2011,2011-04-04,"12:00:00"
44047,11.6274101069484,10.3050095366218,0.258918888064387,2,0.0468162850084082,0.59448199240811,1,2011,2011-04-05,"12:00:00"
42197,17.6794354025461,13.2663058481,0.261658770477767,3,0.0473145514563913,0.604249606517915,1,2011,2011-04-06,"12:00:00"
41892,15.365656719718,12.8337901527378,0.264398652891147,4,0.0478128179043744,0.518609388019628,1,2011,2011-04-07,"12:00:00"
40677,15.4204391439392,12.2125243599775,0.267138535304527,5,0.0483110843523574,0.50449032496991,1,2011,2011-04-08,"12:00:00"
34892,15.7068938052231,12.2033208174528,0.269878417717906,6,0.0488093508003405,0.448245532821035,1,2011,2011-04-09,"12:00:00"
33590,13.7382615478086,10.3588277245312,0.272618300131286,7,0.0493076172483235,0.180446254976391,1,2011,2011-04-10,"12:00:00"
41423,15.5114314864917,11.3668194875859,0.275358182544666,1,0.0498058836963066,0.120174057957597,1,2011,2011-04-11,"12:00:00"
41819,10.6074919005486,9.33354156568488,0.278098064958046,2,0.0503041501442897,0.482779372280344,1,2011,2011-04-12,"12:00:00"
43262,9.5907021005427,8.20999655365262,0.280837947371425,3,0.0508024165922727,0.501111008239978,1,2011,2011-04-13,"12:00:00"
42646,11.8357897611024,9.01933787185794,0.283577829784805,4,0.0513006830402558,0.567910378668642,1,2011,2011-04-14,"12:00:00"
41510,13.049882062261,10.5777196160579,0.286317712198185,5,0.0517989494882388,0.539394500509212,1,2011,2011-04-15,"12:00:00"
35306,13.9233698472337,11.4013775342312,0.289057594611565,6,0.0522972159362219,0.486806777150264,1,2011,2011-04-16,"12:00:00"
34044,14.9475625818038,11.0734681351692,0.291797477024944,7,0.052795482384205,0.199611147116008,1,2011,2011-04-17,"12:00:00"
40583,15.0608141489169,11.405405324349,0.294537359438324,1,0.053293748832188,0.141190630497176,1,2011,2011-04-18,"12:00:00"
40036,17.3743793147327,12.2677434398881,0.297277241851704,2,0.0537920152801711,0.443894083881122,1,2011,2011-04-19,"12:00:00"
40271,17.3434998395496,13.3186041964911,0.300017124265084,3,0.0542902817281541,0.418572354411629,1,2011,2011-04-20,"12:00:00"
39886,18.6643417580753,14.5747189213201,0.302757006678463,4,0.0547885481761372,0.429450976761411,1,2011,2011-04-21,"12:00:00"
34548,18.9802681330712,14.3989205969828,0.305496889091843,5,0.0552868146241202,0.411628552911767,1,2011,2011-04-22,"12:00:00"
32917,20.9764827694882,15.7911761085293,0.308236771505223,6,0.0557850810721033,0.16452180353671,1,2011,2011-04-23,"12:00:00"
31480,15.9592514868982,14.4523856366229,0.310976653918603,7,0.0562833475200864,0.0890195352282196,2,2011,2011-04-24,"12:00:00"
32647,15.8757502560448,13.2824164852056,0.313716536331982,1,0.0567816139680694,0.02249791685955,2,2011,2011-04-25,"12:00:00"
39158,11.7105415476541,11.3405441397428,0.316456418745362,2,0.0572798804160525,0.0765206925284696,1,2011,2011-04-26,"12:00:00"
39339,12.8652889071358,10.4245323282484,0.319196301158742,3,0.0577781468640355,0.377927969632441,1,2011,2011-04-27,"12:00:00"
39177,11.8502861562459,9.02596198798358,0.321936183572122,4,0.0582764133120186,0.386306823442274,1,2011,2011-04-28,"12:00:00"
34322,13.1705012726889,11.092355129594,0.324676065985501,5,0.0587746797600017,0.378807517822424,1,2011,2011-04-29,"12:00:00"
33454,15.879064751743,12.9389493019282,0.327415948398881,6,0.0592729462079847,0.154059809276919,1,2011,2011-04-30,"12:00:00"
32935,15.692723251142,13.0752311150083,0.330155830812261,7,0.0597712126559678,0.113878344597722,2,2011,2011-05-01,"12:00:00"
33296,14.166171593276,11.937845381596,0.332895713225641,1,0.0602694791039508,0.0898527914082029,2,2011,2011-05-02,"12:00:00"
40080,12.2635539094924,9.29680970006508,0.335635595639021,2,0.0607677455519339,0.106564207017869,1,2011,2011-05-03,"12:00:00"
40133,13.4406434232647,8.49582160613474,0.3383754780524,3,0.061266011999917,0.420609202851588,1,2011,2011-05-04,"12:00:00"
40836,12.6695597538335,10.8299671414451,0.34111536046578,4,0.0617642784479,0.423062679381539,1,2011,2011-05-05,"12:00:00"
40711,18.5863662421379,13.6540006701288,0.34385524287916,5,0.0622625448958831,0.455605962410888,1,2011,2011-05-06,"12:00:00"
36095,16.9124618511209,16.1055250382187,0.34659512529254,6,0.0627608113438661,0.449819461161004,1,2011,2011-05-07,"12:00:00"
34885,16.9953458802897,16.426653508092,0.349335007705919,7,0.0632590777918492,0.236135543005277,1,2011,2011-05-08,"12:00:00"
40802,17.7012673722832,14.2271122265382,0.352074890119299,1,0.0637573442398322,0.180122210906398,1,2011,2011-05-09,"12:00:00"
40754,17.3765473005709,13.8203509932559,0.354814772532679,2,0.0642556106878153,0.454032034070919,1,2011,2011-05-10,"12:00:00"
40709,15.0512657625459,13.1188142144339,0.357554654946059,3,0.0647538771357984,0.451810017590964,1,2011,2011-05-11,"12:00:00"
41116,14.5694580069231,12.1550220940708,0.360294537359438,4,0.0652521435837814,0.449726877141005,1,2011,2011-05-12,"12:00:00"
40190,15.1558050043673,11.7142994164468,0.363034419772818,5,0.0657504100317645,0.468567725210629,1,2011,2011-05-13,"12:00:00"
35550,13.1731493059181,11.0449863085093,0.365774302186198,6,0.0662486764797475,0.425701323951486,1,2011,2011-05-14,"12:00:00"
34989,13.0483167896549,10.9828296758747,0.368514184599578,7,0.0667469429277306,0.210906397555782,1,2011,2011-05-15,"12:00:00"
41447,15.2572537617601,12.9826048306183,0.371254067012957,1,0.0672452093757137,0.184936579946301,1,2011,2011-05-16,"12:00:00"
41158,15.6425233429803,13.4089911494484,0.373993949426337,2,0.0677434758236967,0.483890380520322,1,2011,2011-05-17,"12:00:00"
41611,14.8489640442744,13.8717960960837,0.376733831839717,3,0.0682417422716798,0.47051198963059,1,2011,2011-05-18,"12:00:00"
40705,14.1014722075964,11.5560141884169,0.379473714253097,4,0.0687400087196628,0.49148227016017,1,2011,2011-05-19,"12:00:00"
40779,15.5164628512188,12.7722095755255,0.382213596666476,5,0.0692382751676459,0.449541709101009,1,2011,2011-05-20,"12:00:00"
35105,17.5598119651078,12.7723547422269,0.384953479079856,6,0.069736541615629,0.452967317840941,1,2011,2011-05-21,"12:00:00"
34833,14.6862809795593,13.3585711785875,0.387693361493236,7,0.070234808063612,0.190306453106194,1,2011,2011-05-22,"12:00:00"
41041,15.0321338336639,12.7681038903649,0.390433243906616,1,0.0707330745115951,0.177715026386446,1,2011,2011-05-23,"12:00:00"
40694,14.4288567054125,11.4346553642826,0.393173126319995,2,0.0712313409595781,0.465095824460698,1,2011,2011-05-24,"12:00:00"
40655,16.1853163325837,11.8363196709391,0.395913008733375,3,0.0717296074075612,0.449032496991019,1,2011,2011-05-25,"12:00:00"
41339,13.7148077218312,13.2441640012611,0.398652891146755,4,0.0722278738555443,0.447227108601055,1,2011,2011-05-26,"12:00:00"
40525,13.2119698675147,11.5397415639459,0.401392773560135,5,0.0727261403035273,0.478890843440422,1,2011,2011-05-27,"12:00:00"
35280,13.6565666182044,11.687657877724,0.404132655973514,6,0.0732244067515104,0.441209147301176,1,2011,2011-05-28,"12:00:00"
34562,16.1973264944203,13.71808435383,0.406872538386894,7,0.0737226731994934,0.198407554856032,1,2011,2011-05-29,"12:00:00"
34815,15.0043195825794,13.7280486384847,0.409612420800274,1,0.0742209396474765,0.165169891676697,2,2011,2011-05-30,"12:00:00"
40034,13.4348397276225,11.010013715701,0.412352303213654,2,0.0747192060954596,0.176881770206462,1,2011,2011-05-31,"12:00:00"
40131,16.3095534031375,12.1666428339246,0.415092185627033,3,0.0752174725434426,0.41847977039163,1,2011,2011-06-01,"12:00:00"
39693,19.2090491419957,15.1854876379229,0.417832068040413,4,0.0757157389914257,0.422970095361541,1,2011,2011-06-02,"12:00:00"
39777,21.1869901592556,16.7834452289562,0.420571950453793,5,0.0762140054394087,0.402694194981946,1,2011,2011-06-03,"12:00:00"
34430,20.4084567034877,17.278248822266,0.423311832867173,6,0.0767122718873918,0.406582723821868,1,2011,2011-06-04,"12:00:00"
34089,15.8933151559648,15.7603220234459,0.426051715280553,7,0.0772105383353748,0.159059346356819,1,2011,2011-06-05,"12:00:00"
40610,11.8883056708084,12.5564322109868,0.428791597693932,1,0.0777088047833579,0.143273770947135,1,2011,2011-06-06,"12:00:00"
40547,15.3796242895252,12.5522436265434,0.431531480107312,2,0.078207071231341,0.445143968151097,1,2011,2011-06-07,"12:00:00"
40524,14.4875482558329,12.3344183026427,0.434271362520692,3,0.078705337679324,0.442227571521155,1,2011,2011-06-08,"12:00:00"
40419,15.1306155452891,12.231531355268,0.437011244934072,4,0.0792036041273071,0.441162855291177,1,2011,2011-06-09,"12:00:00"
40059,13.486726829552,11.4154455283334,0.439751127347451,5,0.0797018705752901,0.436302194241274,1,2011,2011-06-10,"12:00:00"
34584,13.1906721486255,10.5636337686216,0.442491009760831,6,0.0802001370232732,0.419637070641607,1,2011,2011-06-11,"12:00:00"
34849,12.5305530934221,11.0465632621392,0.445230892174211,7,0.0806984034712563,0.166188315896676,2,2011,2011-06-12,"12:00:00"
40815,16.5134023459518,14.4424254778812,0.447970774587591,1,0.0811966699192393,0.178455698546431,2,2011,2011-06-13,"12:00:00"
40008,18.4207851414363,14.0853242533011,0.45071065700097,2,0.0816949363672224,0.454633830200907,1,2011,2011-06-14,"12:00:00"
40540,18.2251539578481,16.3781895765446,0.45345053941435,3,0.0821932028152054,0.417276178131654,1,2011,2011-06-15,"12:00:00"
40098,13.5874329793595,14.4196070832483,0.45619042182773,4,0.0826914692631885,0.441903527451162,1,2011,2011-06-16,"12:00:00"
40347,14.8465242472599,12.4524351457118,0.45893030424111,5,0.0831897357111716,0.421442459031571,1,2011,2011-06-17,"12:00:00"
35011,14.8748540988293,12.8030089905299,0.461670186654489,6,0.0836880021591546,0.432969169521341,1,2011,2011-06-18,"12:00:00"
34382,15.6495349743892,13.4857146996168,0.464410069067869,7,0.0841862686071377,0.185955004166281,1,2011,2011-06-19,"12:00:00"
40344,17.7114232066751,13.6453866145581,0.467149951481249,1,0.0846845350551207,0.156837329876863,1,2011,2011-06-20,"12:00:00"
40857,17.6458712478856,15.6807852019978,0.469889833894629,2,0.0851828015031038,0.432830293491343,1,2011,2011-06-21,"12:00:00"
40764,15.3999192170808,14.7428044207956,0.472629716308008,3,0.0856810679510868,0.456578094620868,1,2011,2011-06-22,"12:00:00"
40775,16.4883937828598,14.0987083965541,0.475369598721388,4,0.0861793343990699,0.452272937690955,1,2011,2011-06-23,"12:00:00"
39439,16.0491266102898,13.327333860242,0.478109481134768,5,0.086677600847053,0.452782149800944,1,2011,2011-06-24,"12:00:00"
35170,17.3318298377471,14.1066674500403,0.480849363548148,6,0.087175867295036,0.390936024442181,1,2011,2011-06-25,"12:00:00"
34039,21.6856968666978,17.4483187569673,0.483589245961527,7,0.0876741337430191,0.193315433756134,1,2011,2011-06-26,"12:00:00"
42185,26.9708685295153,21.8813556354279,0.486329128374907,1,0.0881724001910021,0.140959170447181,1,2011,2011-06-27,"12:00:00"
40691,18.7995057203268,19.3541940446322,0.489069010788287,2,0.0886706666389852,0.518053883899639,1,2011,2011-06-28,"12:00:00"
40105,17.6344645850582,14.9087241099426,0.491808893201667,3,0.0891689330869683,0.448893620961022,1,2011,2011-06-29,"12:00:00"
39886,16.5539474320202,14.0670590851028,0.494548775615047,4,0.0896671995349513,0.421766503101565,1,2011,2011-06-30,"12:00:00"
39057,17.3509222965432,14.206047298376,0.497288658028426,5,0.0901654659829344,0.411628552911767,1,2011,2011-07-01,"12:00:00"
33702,18.9090550180167,15.4740249303598,0.500028540441806,6,0.0906637324309174,0.373252476622535,1,2011,2011-07-02,"12:00:00"
33166,20.8730058141894,15.7459733667925,0.502768422855186,7,0.0911619988789005,0.125358763077493,1,2011,2011-07-03,"12:00:00"
40316,22.3664825348568,17.7749295187303,0.505508305268566,1,0.0916602653268836,0.100546245717989,1,2011,2011-07-04,"12:00:00"
40558,22.2315029128897,18.052755661027,0.508248187681945,2,0.0921585317748666,0.431534117211369,1,2011,2011-07-05,"12:00:00"
40487,16.3338025277707,15.6441694186989,0.510988070095325,3,0.0926567982228497,0.442736783631145,1,2011,2011-07-06,"12:00:00"
40391,15.6072925370002,15.2315503184904,0.513727952508705,4,0.0931550646708327,0.439450050921211,1,2011,2011-07-07,"12:00:00"
40470,15.5284067500894,14.1245300172429,0.516467834922085,5,0.0936533311188158,0.4350060179613,1,2011,2011-07-08,"12:00:00"
34306,18.1350067428541,15.0384086306781,0.519207717335464,6,0.0941515975667988,0.438663086751227,1,2011,2011-07-09,"12:00:00"
33889,18.6970463965269,15.4174234098105,0.521947599748844,7,0.0946498640147819,0.153319137116934,1,2011,2011-07-10,"12:00:00"
40070,20.3137742063207,16.0625790100345,0.524687482162224,1,0.095148130462765,0.13401536894732,1,2011,2011-07-11,"12:00:00"
39983,17.6851902398494,16.7354711483415,0.527427364575604,2,0.095646396910748,0.420146282751597,1,2011,2011-07-12,"12:00:00"
39615,15.6583448857877,14.8486927541973,0.530167246988983,3,0.0961446633587311,0.416118877881678,1,2011,2011-07-13,"12:00:00"
39699,18.1853031788136,14.3238513147978,0.532907129402363,4,0.0966429298067141,0.399083418202018,1,2011,2011-07-14,"12:00:00"
39640,20.679444312212,16.40513308403,0.535647011815743,5,0.0971411962546972,0.402971947041941,1,2011,2011-07-15,"12:00:00"
35691,15.9982325155269,16.2402510116252,0.538386894229123,6,0.0976394627026803,0.400240718451995,1,2011,2011-07-16,"12:00:00"
34450,16.8353532233253,14.6704329868514,0.541126776642502,7,0.0981377291506633,0.217433570965651,1,2011,2011-07-17,"12:00:00"
40498,15.7075752626025,14.7183867655234,0.543866659055882,1,0.0986359955986464,0.1599851865568,1,2011,2011-07-18,"12:00:00"
39417,16.3243644707546,13.8691924757132,0.546606541469262,2,0.0991342620466294,0.439959263031201,1,2011,2011-07-19,"12:00:00"
39774,15.746711879292,14.673189163034,0.549346423882642,3,0.0996325284946125,0.389917600222202,1,2011,2011-07-20,"12:00:00"
40022,15.7199870314081,14.3792346964182,0.552086306296022,4,0.100130794942596,0.406443847791871,1,2011,2011-07-21,"12:00:00"
39055,16.6971092598899,14.0059005115225,0.554826188709401,5,0.100629061390579,0.417924266271642,1,2011,2011-07-22,"12:00:00"
33600,15.3841605165596,13.4480425411158,0.557566071122781,6,0.101127327838562,0.373159892602537,1,2011,2011-07-23,"12:00:00"
33124,16.9516395155747,14.0521355519434,0.560305953536161,7,0.101625594286545,0.120636978057587,1,2011,2011-07-24,"12:00:00"
38872,17.2587122803093,15.2499110270156,0.56304583594954,1,0.102123860734528,0.098601981298028,1,2011,2011-07-25,"12:00:00"
38876,17.0861631658999,15.8960494321119,0.56578571836292,2,0.102622127182511,0.364688454772706,1,2011,2011-07-26,"12:00:00"
38853,17.800375737117,16.0545984656358,0.5685256007763,3,0.103120393630494,0.364873622812703,1,2011,2011-07-27,"12:00:00"
39246,19.4680689822943,16.6297134667678,0.57126548318968,4,0.103618660078477,0.363808906582724,1,2011,2011-07-28,"12:00:00"
38674,17.063455144559,16.3960120720426,0.574005365603059,5,0.10411692652646,0.38200166651236,1,2011,2011-07-29,"12:00:00"
33001,16.5414325335779,14.8133942999679,0.576745248016439,6,0.104615192974443,0.35552263679289,1,2011,2011-07-30,"12:00:00"
