,NetDemand,wM,Posan,Dow,Trend,NetDemand.48,Holy,Year
56,40754,8.27774109045151,0.154803356355956,5,1298718000,45147,0,2011
57,40709,6.84475179749867,0.157543238769336,6,1298804400,40754,0,2011
58,48403,4.54783361704388,0.160283121182716,0,1298890800,40709,0,2011
59,47603,5.20424317257574,0.163023003596096,1,1298977200,48403,0,2011
60,47794,4.08112257459168,0.165762886009475,2,1299063600,47603,0,2011
61,48757,3.06623842431328,0.168502768422855,3,1299150000,47794,0,2011
62,47109,3.28855137809928,0.171242650836235,4,1299236400,48757,0,2011
63,42559,4.83054294101076,0.173982533249615,5,1299322800,47109,0,2011
64,41114,5.08974437952683,0.176722415662994,6,1299409200,42559,0,2011
65,46613,5.97342160099854,0.179462298076374,0,1299495600,41114,0,2011
66,46174,7.59838968694512,0.182202180489754,1,1299582000,46613,0,2011
67,46221,9.4098489462454,0.184942062903134,2,1299668400,46174,0,2011
68,45825,10.7813495034989,0.187681945316513,3,1299754800,46221,0,2011
69,45504,9.17484950412245,0.190421827729893,4,1299841200,45825,0,2011
70,39943,11.1323864334155,0.193161710143273,5,1299927600,45504,0,2011
71,40019,8.74725726084522,0.195901592556653,6,1300014000,39943,0,2011
72,45311,9.38842913334563,0.198641474970033,0,1300100400,40019,0,2011
73,45954,9.24201437331343,0.201381357383412,1,1300186800,45311,0,2011
74,45797,8.08991928683369,0.204121239796792,2,1300273200,45954,0,2011
75,45924,6.11081563866527,0.206861122210172,3,1300359600,45797,0,2011
76,45536,6.61909278525555,0.209601004623552,4,1300446000,45924,0,2011
77,38619,9.94091566285662,0.212340887036931,5,1300532400,45536,0,2011
78,38652,9.24727090167911,0.215080769450311,6,1300618800,38619,0,2011
79,43860,10.3153565187731,0.217820651863691,0,1300705200,38652,0,2011
80,42733,13.901530584368,0.220560534277071,1,1300791600,43860,0,2011
81,42347,14.6193876489749,0.22330041669045,2,1300878000,42733,0,2011
82,41770,13.2912501484634,0.22604029910383,3,1300964400,42347,0,2011
83,41498,13.6856178574547,0.22878018151721,4,1301050800,41770,0,2011
84,37612,11.2151046253344,0.23152006393059,5,1301137200,41498,0,2011
85,37338,8.10741108488762,0.234259946343969,6,1301220000,37863,0,2011
86,43309,9.20439944199225,0.236999828757349,0,1301306400,37338,0,2011
87,44070,9.8370039233018,0.239739711170729,1,1301392800,43309,0,2011
88,44674,11.1536452737452,0.242479593584109,2,1301479200,44070,0,2011
89,43887,13.7252657509834,0.245219475997488,3,1301565600,44674,0,2011
90,43312,13.1795545265687,0.247959358410868,4,1301652000,43887,0,2011
91,37190,15.425699154098,0.250699240824248,5,1301738400,43312,0,2011
92,35600,12.384701578743,0.253439123237628,6,1301824800,37190,0,2011
93,43836,10.3046824599188,0.256179005651007,0,1301911200,35600,0,2011
94,44047,11.6274101069484,0.258918888064387,1,1301997600,43836,0,2011
95,42197,17.6794354025461,0.261658770477767,2,1302084000,44047,0,2011
96,41892,15.365656719718,0.264398652891147,3,1302170400,42197,0,2011
97,40677,15.4204391439392,0.267138535304527,4,1302256800,41892,0,2011
98,34892,15.7068938052231,0.269878417717906,5,1302343200,40677,0,2011
99,33590,13.7382615478086,0.272618300131286,6,1302429600,34892,0,2011
100,41423,15.5114314864917,0.275358182544666,0,1302516000,33590,0,2011
101,41819,10.6074919005486,0.278098064958046,1,1302602400,41423,0,2011
102,43262,9.5907021005427,0.280837947371425,2,1302688800,41819,0,2011
103,42646,11.8357897611024,0.283577829784805,3,1302775200,43262,0,2011
104,41510,13.049882062261,0.286317712198185,4,1302861600,42646,0,2011
105,35306,13.9233698472337,0.289057594611565,5,1302948000,41510,0,2011
106,34044,14.9475625818038,0.291797477024944,6,1303034400,35306,0,2011
107,40583,15.0608141489169,0.294537359438324,0,1303120800,34044,0,2011
108,40036,17.3743793147327,0.297277241851704,1,1303207200,40583,0,2011
109,40271,17.3434998395496,0.300017124265084,2,1303293600,40036,0,2011
110,39886,18.6643417580753,0.302757006678463,3,1303380000,40271,0,2011
111,34548,18.9802681330712,0.305496889091843,4,1303466400,39886,0,2011
112,32917,20.9764827694882,0.308236771505223,5,1303552800,34548,0,2011
113,31480,15.9592514868982,0.310976653918603,6,1303639200,32917,1,2011
114,32647,15.8757502560448,0.313716536331982,0,1303725600,31480,1,2011
115,39158,11.7105415476541,0.316456418745362,1,1303812000,32647,0,2011
116,39339,12.8652889071358,0.319196301158742,2,1303898400,39158,0,2011
117,39177,11.8502861562459,0.321936183572122,3,1303984800,39339,0,2011
118,34322,13.1705012726889,0.324676065985501,4,1304071200,39177,0,2011
119,33454,15.879064751743,0.327415948398881,5,1304157600,34322,0,2011
120,32935,15.692723251142,0.330155830812261,6,1304244000,33454,1,2011
121,33296,14.166171593276,0.332895713225641,0,1304330400,32935,1,2011
122,40080,12.2635539094924,0.335635595639021,1,1304416800,33296,0,2011
123,40133,13.4406434232647,0.3383754780524,2,1304503200,40080,0,2011
124,40836,12.6695597538335,0.34111536046578,3,1304589600,40133,0,2011
125,40711,18.5863662421379,0.34385524287916,4,1304676000,40836,0,2011
126,36095,16.9124618511209,0.34659512529254,5,1304762400,40711,0,2011
127,34885,16.9953458802897,0.349335007705919,6,1304848800,36095,0,2011
128,40802,17.7012673722832,0.352074890119299,0,1304935200,34885,0,2011
129,40754,17.3765473005709,0.354814772532679,1,1305021600,40802,0,2011
130,40709,15.0512657625459,0.357554654946059,2,1305108000,40754,0,2011
131,41116,14.5694580069231,0.360294537359438,3,1305194400,40709,0,2011
132,40190,15.1558050043673,0.363034419772818,4,1305280800,41116,0,2011
133,35550,13.1731493059181,0.365774302186198,5,1305367200,40190,0,2011
134,34989,13.0483167896549,0.368514184599578,6,1305453600,35550,0,2011
135,41447,15.2572537617601,0.371254067012957,0,1305540000,34989,0,2011
136,41158,15.6425233429803,0.373993949426337,1,1305626400,41447,0,2011
137,41611,14.8489640442744,0.376733831839717,2,1305712800,41158,0,2011
138,40705,14.1014722075964,0.379473714253097,3,1305799200,41611,0,2011
139,40779,15.5164628512188,0.382213596666476,4,1305885600,40705,0,2011
140,35105,17.5598119651078,0.384953479079856,5,1305972000,40779,0,2011
141,34833,14.6862809795593,0.387693361493236,6,1306058400,35105,0,2011
142,41041,15.0321338336639,0.390433243906616,0,1306144800,34833,0,2011
143,40694,14.4288567054125,0.393173126319995,1,1306231200,41041,0,2011
144,40655,16.1853163325837,0.395913008733375,2,1306317600,40694,0,2011
145,41339,13.7148077218312,0.398652891146755,3,1306404000,40655,0,2011
146,40525,13.2119698675147,0.401392773560135,4,1306490400,41339,0,2011
147,35280,13.6565666182044,0.404132655973514,5,1306576800,40525,0,2011
148,34562,16.1973264944203,0.406872538386894,6,1306663200,35280,0,2011
149,34815,15.0043195825794,0.409612420800274,0,1306749600,34562,1,2011
150,40034,13.4348397276225,0.412352303213654,1,1306836000,34815,0,2011
151,40131,16.3095534031375,0.415092185627033,2,1306922400,40034,0,2011
152,39693,19.2090491419957,0.417832068040413,3,1307008800,40131,0,2011
153,39777,21.1869901592556,0.420571950453793,4,1307095200,39693,0,2011
154,34430,20.4084567034877,0.423311832867173,5,1307181600,39777,0,2011
155,34089,15.8933151559648,0.426051715280553,6,1307268000,34430,0,2011
156,40610,11.8883056708084,0.428791597693932,0,1307354400,34089,0,2011
157,40547,15.3796242895252,0.431531480107312,1,1307440800,40610,0,2011
158,40524,14.4875482558329,0.434271362520692,2,1307527200,40547,0,2011
159,40419,15.1306155452891,0.437011244934072,3,1307613600,40524,0,2011
160,40059,13.486726829552,0.439751127347451,4,1307700000,40419,0,2011
161,34584,13.1906721486255,0.442491009760831,5,1307786400,40059,0,2011
162,34849,12.5305530934221,0.445230892174211,6,1307872800,34584,1,2011
163,40815,16.5134023459518,0.447970774587591,0,1307959200,34849,1,2011
164,40008,18.4207851414363,0.45071065700097,1,1308045600,40815,0,2011
165,40540,18.2251539578481,0.45345053941435,2,1308132000,40008,0,2011
166,40098,13.5874329793595,0.45619042182773,3,1308218400,40540,0,2011
167,40347,14.8465242472599,0.45893030424111,4,1308304800,40098,0,2011
168,35011,14.8748540988293,0.461670186654489,5,1308391200,40347,0,2011
169,34382,15.6495349743892,0.464410069067869,6,1308477600,35011,0,2011
170,40344,17.7114232066751,0.467149951481249,0,1308564000,34382,0,2011
171,40857,17.6458712478856,0.469889833894629,1,1308650400,40344,0,2011
172,40764,15.3999192170808,0.472629716308008,2,1308736800,40857,0,2011
173,40775,16.4883937828598,0.475369598721388,3,1308823200,40764,0,2011
174,39439,16.0491266102898,0.478109481134768,4,1308909600,40775,0,2011
175,35170,17.3318298377471,0.480849363548148,5,1308996000,39439,0,2011
176,34039,21.6856968666978,0.483589245961527,6,1309082400,35170,0,2011
177,42185,26.9708685295153,0.486329128374907,0,1309168800,34039,0,2011
178,40691,18.7995057203268,0.489069010788287,1,1309255200,42185,0,2011
179,40105,17.6344645850582,0.491808893201667,2,1309341600,40691,0,2011
180,39886,16.5539474320202,0.494548775615047,3,1309428000,40105,0,2011
181,39057,17.3509222965432,0.497288658028426,4,1309514400,39886,0,2011
182,33702,18.9090550180167,0.500028540441806,5,1309600800,39057,0,2011
183,33166,20.8730058141894,0.502768422855186,6,1309687200,33702,0,2011
184,40316,22.3664825348568,0.505508305268566,0,1309773600,33166,0,2011
185,40558,22.2315029128897,0.508248187681945,1,1309860000,40316,0,2011
186,40487,16.3338025277707,0.510988070095325,2,1309946400,40558,0,2011
187,40391,15.6072925370002,0.513727952508705,3,1310032800,40487,0,2011
188,40470,15.5284067500894,0.516467834922085,4,1310119200,40391,0,2011
189,34306,18.1350067428541,0.519207717335464,5,1310205600,40470,0,2011
190,33889,18.6970463965269,0.521947599748844,6,1310292000,34306,0,2011
191,40070,20.3137742063207,0.524687482162224,0,1310378400,33889,0,2011
192,39983,17.6851902398494,0.527427364575604,1,1310464800,40070,0,2011
193,39615,15.6583448857877,0.530167246988983,2,1310551200,39983,0,2011
194,39699,18.1853031788136,0.532907129402363,3,1310637600,39615,0,2011
195,39640,20.679444312212,0.535647011815743,4,1310724000,39699,0,2011
196,35691,15.9982325155269,0.538386894229123,5,1310810400,39640,0,2011
197,34450,16.8353532233253,0.541126776642502,6,1310896800,35691,0,2011
198,40498,15.7075752626025,0.543866659055882,0,1310983200,34450,0,2011
199,39417,16.3243644707546,0.546606541469262,1,1311069600,40498,0,2011
200,39774,15.746711879292,0.549346423882642,2,1311156000,39417,0,2011
201,40022,15.7199870314081,0.552086306296022,3,1311242400,39774,0,2011
202,39055,16.6971092598899,0.554826188709401,4,1311328800,40022,0,2011
203,33600,15.3841605165596,0.557566071122781,5,1311415200,39055,0,2011
204,33124,16.9516395155747,0.560305953536161,6,1311501600,33600,0,2011
205,38872,17.2587122803093,0.56304583594954,0,1311588000,33124,0,2011
206,38876,17.0861631658999,0.56578571836292,1,1311674400,38872,0,2011
207,38853,17.800375737117,0.5685256007763,2,1311760800,38876,0,2011
208,39246,19.4680689822943,0.57126548318968,3,1311847200,38853,0,2011
209,38674,17.063455144559,0.574005365603059,4,1311933600,39246,0,2011
210,33001,16.5414325335779,0.576745248016439,5,1312020000,38674,0,2011
211,32422,20.6281735917714,0.579485130429819,6,1312106400,33001,0,2011
212,39546,22.6583540117031,0.582225012843199,0,1312192800,32422,0,2011
213,39432,22.1883837874196,0.584964895256579,1,1312279200,39546,0,2011
214,39396,23.4451559083098,0.587704777669958,2,1312365600,39432,0,2011
215,40227,17.8843122683711,0.590444660083338,3,1312452000,39396,0,2011
216,38641,19.3745061165435,0.593184542496718,4,1312538400,40227,0,2011
217,33251,17.4505424355576,0.595924424910098,5,1312624800,38641,0,2011
218,32732,16.9417091437569,0.598664307323477,6,1312711200,33251,0,2011
219,38957,17.6837812004427,0.601404189736857,0,1312797600,32732,0,2011
220,38662,15.7755010636017,0.604144072150237,1,1312884000,38957,0,2011
221,39400,17.3882812245569,0.606883954563617,2,1312970400,38662,0,2011
222,39963,17.5338508825939,0.609623836976996,3,1313056800,39400,0,2011
223,39990,18.556674466488,0.612363719390376,4,1313143200,39963,0,2011
224,34563,18.7593543656076,0.615103601803756,5,1313229600,39990,0,2011
225,33376,17.9224938774323,0.617843484217136,6,1313316000,34563,0,2011
226,39841,18.3182656587758,0.620583366630515,0,1313402400,33376,0,2011
227,40110,17.1559462075394,0.623323249043895,1,1313488800,39841,0,2011
228,39322,17.3799450119636,0.626063131457275,2,1313575200,40110,0,2011
229,39864,16.2636431230398,0.628803013870655,3,1313661600,39322,0,2011
230,39048,17.0626645892659,0.631542896284034,4,1313748000,39864,0,2011
231,34302,19.0000412837691,0.634282778697414,5,1313834400,39048,0,2011
232,33664,20.1923915902107,0.637022661110794,6,1313920800,34302,0,2011
233,39392,18.4676347755073,0.639762543524174,0,1314007200,33664,0,2011
234,40331,14.918205379174,0.642502425937553,1,1314093600,39392,0,2011
235,39615,16.6541640939239,0.645242308350933,2,1314180000,40331,0,2011
236,40006,13.8361245607585,0.647982190764313,3,1314266400,39615,0,2011
237,40018,14.5033932269886,0.650722073177693,4,1314352800,40006,0,2011
238,34360,15.4140133308945,0.653461955591073,5,1314439200,40018,0,2011
239,33527,15.8269017657694,0.656201838004452,6,1314525600,34360,0,2011
240,33719,14.7096701046129,0.658941720417832,0,1314612000,33527,1,2011
241,39527,14.6052859993239,0.661681602831212,1,1314698400,33719,0,2011
242,39839,15.3591566843511,0.664421485244592,2,1314784800,39527,0,2011
243,39598,17.5970197447247,0.667161367657971,3,1314871200,39839,0,2011
244,39527,18.1620644842151,0.669901250071351,4,1314957600,39598,0,2011
245,35100,18.7482639653914,0.672641132484731,5,1315044000,39527,0,2011
246,34434,17.9667838573565,0.675381014898111,6,1315130400,35100,0,2011
247,40877,15.2329609768849,0.67812089731149,0,1315216800,34434,0,2011
248,41659,15.6736101328313,0.68086077972487,1,1315303200,40877,0,2011
249,40779,15.1839657567395,0.68360066213825,2,1315389600,41659,0,2011
250,41162,15.6352816929283,0.68634054455163,3,1315476000,40779,0,2011
251,40713,18.8033586756232,0.689080426965009,4,1315562400,41162,0,2011
252,35713,20.7066120633027,0.691820309378389,5,1315648800,40713,0,2011
253,34689,17.3505544887963,0.694560191791769,6,1315735200,35713,0,2011
254,41329,19.2593781020704,0.697300074205149,0,1315821600,34689,0,2011
255,40502,16.2279240955964,0.700039956618528,1,1315908000,41329,0,2011
256,40202,14.9724631891663,0.702779839031908,2,1315994400,40502,0,2011
257,39978,15.4233969721392,0.705519721445288,3,1316080800,40202,0,2011
258,40599,17.7056586777188,0.708259603858668,4,1316167200,39978,0,2011
259,35241,16.2711201792575,0.710999486272047,5,1316253600,40599,0,2011
260,34748,12.8401820196254,0.713739368685427,6,1316340000,35241,0,2011
261,40651,14.7044005230872,0.716479251098807,0,1316426400,34748,0,2011
262,41324,16.3899135201076,0.719219133512187,1,1316512800,40651,0,2011
263,40888,14.0489301067777,0.721959015925567,2,1316599200,41324,0,2011
264,40734,15.2686383314458,0.724698898338946,3,1316685600,40888,0,2011
265,40017,15.0254575397581,0.727438780752326,4,1316772000,40734,0,2011
266,34746,16.5479202432509,0.730178663165706,5,1316858400,40017,0,2011
267,35005,17.9849019565499,0.732918545579086,6,1316944800,34746,0,2011
268,40471,17.4621053781611,0.735658427992465,0,1317031200,35005,0,2011
269,40845,15.9379053038962,0.738398310405845,1,1317117600,40471,0,2011
270,40969,21.7863855289374,0.741138192819225,2,1317204000,40845,0,2011
271,41053,22.3544147637317,0.743878075232605,3,1317290400,40969,0,2011
272,40951,22.2021910520896,0.746617957645984,4,1317376800,41053,0,2011
273,34608,22.6460615646161,0.749357840059364,5,1317463200,40951,0,2011
274,34237,21.9433655372914,0.752097722472744,6,1317549600,34608,0,2011
275,40864,21.3653697460426,0.754837604886124,0,1317636000,34237,0,2011
276,40506,15.944606906946,0.757577487299503,1,1317722400,40864,0,2011
277,40680,17.8657344521574,0.760317369712883,2,1317808800,40506,0,2011
278,40192,12.2283000722368,0.763057252126263,3,1317895200,40680,0,2011
279,40724,13.1097057223403,0.765797134539643,4,1317981600,40192,0,2011
280,36331,12.3640963087609,0.768537016953022,5,1318068000,40724,0,2011
281,35793,17.2313081284803,0.771276899366402,6,1318154400,36331,0,2011
282,41154,17.422342580952,0.774016781779782,0,1318240800,35793,0,2011
283,41269,15.9822901192506,0.776756664193162,1,1318327200,41154,0,2011
284,41652,14.9539290998946,0.779496546606541,2,1318413600,41269,0,2011
285,41306,14.271392792235,0.782236429019921,3,1318500000,41652,0,2011
286,40580,14.1753297283292,0.784976311433301,4,1318586400,41306,0,2011
287,35747,12.6871757886046,0.787716193846681,5,1318672800,40580,0,2011
288,35932,11.8631890655241,0.790456076260061,6,1318759200,35747,0,2011
289,42012,13.7057081855097,0.79319595867344,0,1318845600,35932,0,2011
290,42441,10.4699144133251,0.79593584108682,1,1318932000,42012,0,2011
291,43030,10.2341013206422,0.7986757235002,2,1319018400,42441,0,2011
292,43138,9.04750676301008,0.80141560591358,3,1319104800,43030,0,2011
293,42472,12.5841861246704,0.804155488326959,4,1319191200,43138,0,2011
294,36571,11.3124849477091,0.806895370740339,5,1319277600,42472,0,2011
295,36065,15.124991041005,0.809635253153719,6,1319364000,36571,0,2011
296,41714,13.5103308983832,0.812375135567099,0,1319450400,36065,0,2011
297,41527,14.3524063092499,0.815115017980478,1,1319536800,41714,0,2011
298,42031,10.4437813727408,0.817854900393858,2,1319623200,41527,0,2011
299,43210,11.9760558343506,0.820594782807238,3,1319709600,42031,0,2011
300,41677,11.3415657590317,0.823334665220618,4,1319796000,43210,0,2011
301,37138,12.5814752828494,0.826074547633997,5,1319882400,41677,0,2011
302,36595,15.9143143372468,0.828814430047377,6,1319972400,36561,0,2011
303,42244,16.0372944511263,0.831554312460757,0,1320058800,36595,0,2011
304,41256,12.8793836360879,0.834294194874137,1,1320145200,42244,0,2011
305,42320,13.2384391093644,0.837034077287516,2,1320231600,41256,0,2011
306,42340,16.3515555985795,0.839773959700896,3,1320318000,42320,0,2011
307,41863,14.7927489393165,0.842513842114276,4,1320404400,42340,0,2011
308,37787,12.3335629289732,0.845253724527656,5,1320490800,41863,0,2011
309,36869,9.92484139999494,0.847993606941035,6,1320577200,37787,0,2011
310,45349,10.3381567761222,0.850733489354415,0,1320663600,36869,0,2011
311,44831,10.0455644297378,0.853473371767795,1,1320750000,45349,0,2011
312,44134,12.3856194146995,0.856213254181175,2,1320836400,44831,0,2011
313,43442,13.2749355680621,0.858953136594555,3,1320922800,44134,0,2011
314,44278,10.3053153557793,0.861693019007934,4,1321009200,43442,0,2011
315,37473,13.818791066897,0.864432901421314,5,1321095600,44278,0,2011
316,36734,13.5086138028642,0.867172783834694,6,1321182000,37473,0,2011
317,44913,8.92545479277622,0.869912666248074,0,1321268400,36734,0,2011
318,43608,10.6774111613302,0.872652548661453,1,1321354800,44913,0,2011
319,45071,6.95252093086601,0.875392431074833,2,1321441200,43608,0,2011
320,43406,13.204477516952,0.878132313488213,3,1321527600,45071,0,2011
321,43308,14.5927516869038,0.880872195901593,4,1321614000,43406,0,2011
322,37826,10.5005030790195,0.883612078314972,5,1321700400,43308,0,2011
323,39244,8.50357413122052,0.886351960728352,6,1321786800,37826,0,2011
324,45009,10.1063236968331,0.889091843141732,0,1321873200,39244,0,2011
325,44576,11.1164969010711,0.891831725555112,1,1321959600,45009,0,2011
326,44829,8.43610425820869,0.894571607968491,2,1322046000,44576,0,2011
327,43875,12.4015536660262,0.897311490381871,3,1322132400,44829,0,2011
328,43856,11.1691637380208,0.900051372795251,4,1322218800,43875,0,2011
329,39468,11.8339389718754,0.902791255208631,5,1322305200,43856,0,2011
330,37811,11.4948274918255,0.90553113762201,6,1322391600,39468,0,2011
331,45966,7.5658032277872,0.90827102003539,0,1322478000,37811,0,2011
332,44812,12.9549169622567,0.91101090244877,1,1322564400,45966,0,2011
333,44832,10.571251491885,0.91375078486215,2,1322650800,44812,0,2011
334,44660,9.73045227584913,0.916490667275529,3,1322737200,44832,0,2011
335,45816,6.62300629792145,0.919230549688909,4,1322823600,44660,0,2011
336,39513,10.2578711271847,0.921970432102289,5,1322910000,45816,0,2011
337,40568,7.83552649798669,0.924710314515669,6,1322996400,39513,0,2011
338,47486,5.19919144582404,0.927450196929049,0,1323082800,40568,0,2011
339,47379,5.11873330192584,0.930190079342428,1,1323169200,47486,0,2011
340,46944,7.93083795522368,0.932929961755808,2,1323255600,47379,0,2011
341,47989,11.0476095352167,0.935669844169188,3,1323342000,46944,0,2011
342,46862,6.14461323951322,0.938409726582567,4,1323428400,47989,0,2011
343,42695,4.36008926184399,0.941149608995947,5,1323514800,46862,0,2011
344,42668,8.12953702030843,0.943889491409327,6,1323601200,42695,0,2011
345,47318,6.6970582002549,0.946629373822707,0,1323687600,42668,0,2011
346,47592,6.98530598594784,0.949369256236087,1,1323774000,47318,0,2011
347,48840,5.40726644616619,0.952109138649466,2,1323860400,47592,0,2011
348,47606,6.50185008196958,0.954849021062846,3,1323946800,48840,0,2011
349,48979,2.41377307188085,0.957588903476226,4,1324033200,47606,0,2011
350,43787,3.1973184976494,0.960328785889606,5,1324119600,48979,0,2011
351,43257,3.1324198407233,0.963068668302985,6,1324206000,43787,0,2011
352,50950,3.88790010953,0.965808550716365,0,1324292400,43257,0,2011
353,47662,7.3769295544087,0.968548433129745,1,1324378800,50950,0,2011
354,46685,10.2112977042815,0.971288315543125,2,1324465200,47662,0,2011
355,43801,11.1038932636977,0.974028197956504,3,1324551600,46685,0,2011
356,43001,10.5796156445036,0.976768080369884,4,1324638000,43801,0,2011
357,39890,6.30827645519343,0.979507962783264,5,1324724400,43001,0,2011
358,38863,11.2164223725582,0.982247845196644,6,1324810800,39890,1,2011
359,35473,12.6538418005397,0.984987727610023,0,1324897200,38863,0,2011
360,36638,9.79822408131929,0.987727610023403,1,1324983600,35473,0,2011
361,40066,10.0270002489984,0.990467492436783,2,1325070000,36638,0,2011
362,41940,7.84701001941568,0.993207374850163,3,1325156400,40066,0,2011
363,41743,6.57849412174394,0.995947257263542,4,1325242800,41940,0,2011
364,37873,14.2160716232057,0.998687139676922,5,1325329200,41743,0,2011
365,35317,11.5554740959131,0.0013661979848579,6,1325415600,37873,1,2012
366,37831,6.31061487354313,0.0040985939545739,0,1325502000,35317,0,2012
367,47537,10.8589848955784,0.0068309899242898,1,1325588400,37831,0,2012
368,47945,7.38613555867308,0.0095633858940058,2,1325674800,47537,0,2012
369,46509,9.2803925315771,0.0122957818637218,3,1325761200,47945,0,2012
370,46272,6.76463538241393,0.0150281778334377,4,1325847600,46509,0,2012
371,40410,9.21736707754228,0.0177605738031536,5,1325934000,46272,0,2012
372,40564,8.7321645873904,0.0204929697728696,6,1326020400,40410,0,2012
373,45459,10.5568530588553,0.0232253657425855,0,1326106800,40564,0,2012
374,45464,9.59469330153224,0.0259577617123015,1,1326193200,45459,0,2012
375,44859,9.97162870979329,0.0286901576820174,2,1326279600,45464,0,2012
376,45466,10.0417720368038,0.0314225536517334,3,1326366000,44859,0,2012
377,45975,4.8580873113521,0.0341549496214493,4,1326452400,45466,0,2012
378,42367,4.01363758221732,0.0368873455911653,5,1326538800,45975,0,2012
379,42238,3.9965472389844,0.0396197415608812,6,1326625200,42367,0,2012
380,48653,3.66043652559053,0.0423521375305971,0,1326711600,42238,0,2012
381,49898,3.29834677114664,0.0450845335003131,1,1326798000,48653,0,2012
382,47893,9.70821148599999,0.047816929470029,2,1326884400,49898,0,2012
383,46559,8.1517522453204,0.050549325439745,3,1326970800,47893,0,2012
384,48029,7.95505587550925,0.0532817214094609,4,1327057200,46559,0,2012
385,41536,11.1767577727516,0.0560141173791769,5,1327143600,48029,0,2012
