,NetDemand,wM,Posan,Dow,Trend,NetDemand.48,Holy,Year
20,0.8823257105823535,0.08591016594408553,0.054948404354724166,0.6666666666666666,0.00996532895966118,50110,0.0,0.0
21,0.685353208036293,0.15538294914420747,0.057695636909281305,0.8333333333333334,0.010463595407644237,50054,0.0,0.0
22,0.6106379038977873,0.23761956706020917,0.060442869463838554,1.0,0.010961861855627296,45799,0.0,0.0
23,0.870197203962596,0.2597723000822832,0.0631901020183957,0.0,0.011460128303610356,44185,0.0,0.0
24,0.8602907138227942,0.2864006024102303,0.06593733457295294,0.16666666666666666,0.011958394751593415,49792,0.0,0.0
25,0.8252013702434959,0.23498645414277583,0.06868456712751018,0.3333333333333333,0.012456661199576474,49578,0.0,0.0
26,0.9321359133413573,0.12987751160969563,0.07143179968206734,0.5,0.012954927647559532,48820,0.0,0.0
27,0.9155170817516897,0.09014332295961747,0.07417903223662457,0.6666666666666666,0.013453194095542591,51130,0.0,0.0
28,0.7126654939357467,0.07577215064265634,0.07692626479118173,0.8333333333333334,0.01395146054352565,50771,0.0,0.0
29,0.6411906304971762,0.15989687252199955,0.07967349734573896,1.0,0.01444972699150871,46389,0.0,0.0
30,0.9391722988612166,0.13729368292568536,0.08242072990029621,0.0,0.014947993439491769,44845,0.0,0.0
31,0.8838070549023238,0.2385697802240613,0.08516796245485336,0.16666666666666666,0.015446259887474827,51282,0.0,0.0
32,0.8775113415424498,0.2797332843251335,0.0879151950094106,0.3333333333333333,0.015944526335457888,50086,0.0,0.0
33,0.8055272659938895,0.2611656084707384,0.09066242756396775,0.5,0.016442792783440945,49950,0.0,0.0
34,0.8089065827238219,0.4013110710265794,0.09340966011852499,0.6666666666666666,0.016941059231424003,48395,0.0,0.0
35,0.5326821590593463,0.40790438878361596,0.09615689267308214,0.8333333333333334,0.017439325679407064,48468,0.0,0.0
36,0.4799555596704009,0.40469557800343614,0.09890412522763918,1.0,0.01793759212739012,42501,0.0,0.0
37,0.786547541894269,0.3463422582687468,0.10165135778219662,0.0,0.018435858575373183,41362,0.0,0.0
38,0.7125729099157485,0.268106378052734,0.10439859033675408,0.16666666666666666,0.01893412502335624,47985,0.0,0.0
39,0.7581705397648366,0.3328205209592128,0.10714582289131051,0.3333333333333333,0.019432391471339298,46387,0.0,0.0
40,0.7523377465049532,0.3324436301465346,0.10989305544586796,0.5,0.01993065791932236,47372,0.0,0.0
41,0.7219701879455606,0.34379876327577313,0.11264028800042541,0.6666666666666666,0.020428924367305416,47246,0.0,0.0
42,0.4227849273215443,0.3251229554425102,0.11538752055498286,0.8333333333333334,0.020927190815288474,46590,0.0,0.0
43,0.5166188315896676,0.29774992378703424,0.11813475310954029,1.0,0.021425457263271535,40127,0.0,0.0
44,0.7289602814554208,0.2749715363213698,0.12088198566409673,0.0,0.021923723711254593,42154,0.0,0.0
45,0.8332561799833349,0.24357008376254208,0.12362921821865419,0.16666666666666666,0.022421990159237654,46741,0.0,0.0
46,0.7393759837052125,0.3042367723389632,0.12637645077321163,0.3333333333333333,0.02292025660722071,48994,0.0,0.0
47,0.7495602259050088,0.24370566063359259,0.12912368332776908,0.5,0.02341852305520377,46966,0.0,0.0
48,0.782149800944357,0.2353309978005264,0.13187091588232552,0.6666666666666666,0.02391678950318683,47186,0.0,0.0
49,0.614248680677715,0.18628540505299915,0.13461814843688297,0.8333333333333334,0.024415055951169887,47890,0.0,0.0
50,0.5491158226090177,0.20531758357689425,0.1373653809914404,1.0,0.02491332239915295,44263,0.0,0.0
51,0.8873715396722526,0.20208207573821454,0.14011261354599786,0.0,0.025411588847136006,42856,0.0,0.0
52,0.7897879825942042,0.23376858973763065,0.1428598461005543,0.16666666666666666,0.025909855295119064,50163,0.0,0.0
53,0.8004351448939913,0.3241660478581829,0.14560707865511174,0.3333333333333333,0.026408121743102125,48055,0.0,0.0
54,0.6451254513470975,0.399220282845204,0.1483543112096692,0.5,0.026906388191085182,48285,0.0,0.0
55,0.6551708175168965,0.4546876456977857,0.15110154376422663,0.6666666666666666,0.027404654639068243,44930,0.0,0.0
56,0.4518100175909638,0.30692801614801657,0.15384877631878308,0.8333333333333334,0.0279029210870513,45147,0.0,0.0
57,0.44972687714100545,0.26161164969904405,0.15659600887334055,1.0,0.02840118753503436,40754,0.0,0.0
58,0.8058976020738821,0.188974689687772,0.159343241427898,0.0,0.02889945398301742,40709,0.0,0.0
59,0.7688639940746227,0.20973276241404737,0.16209047398245544,0.16666666666666666,0.029397720431000477,48403,0.0,0.0
60,0.7777057679844459,0.17421557827671286,0.16483770653701185,0.3333333333333333,0.029895986878983538,47603,0.0,0.0
61,0.8222849736135543,0.14212122678124525,0.1675849390915693,0.5,0.030394253326966596,47794,0.0,0.0
62,0.74599574113508,0.14915157608648003,0.17033217164612674,0.6666666666666666,0.030892519774949653,48757,0.0,0.0
63,0.5353670956392926,0.19791499328000972,0.17307940420068418,0.8333333333333334,0.03139078622293271,47109,0.0,0.0
64,0.4684751411906305,0.2061118914910849,0.17582663675524063,1.0,0.031889052670915775,42559,0.0,0.0
65,0.7230349041755393,0.23405699965606247,0.1785738693097981,0.0,0.03238731911889883,41114,0.0,0.0
66,0.7027127117859457,0.2854444382173805,0.18132110186435554,0.16666666666666666,0.03288558556688189,46613,0.0,0.0
67,0.7048884362559023,0.3427294102723234,0.184068334418913,0.3333333333333333,0.03338385201486495,46174,0.0,0.0
68,0.6865568002962689,0.3861012778383395,0.18681556697346943,0.5,0.033882118462848006,46221,0.0,0.0
69,0.671697065086566,0.335297867770981,0.18956279952802685,0.6666666666666666,0.03438038491083107,45825,0.0,0.0
70,0.41426719748171464,0.39720235042238033,0.1923100320825843,0.8333333333333334,0.03487865135881413,45504,0.0,0.0
71,0.4177853902416443,0.32177583597187326,0.19505726463714174,1.0,0.035376917806797185,39943,0.0,0.0
72,0.6627627071567448,0.3420520373879565,0.1978044971916992,0.0,0.03587518425478024,40019,0.0,0.0
73,0.6925284695861494,0.33742186677064123,0.20055172974625565,0.16666666666666666,0.0363734507027633,45311,0.0,0.0
74,0.6852606240162948,0.3009884032550874,0.2032989623008131,0.3333333333333333,0.036871717150746365,45954,0.0,0.0
75,0.6911397092861772,0.23840190201466951,0.20604619485537054,0.5,0.03736998359872942,45797,0.0,0.0
76,0.6731784094065364,0.2544754857782024,0.20879342740992798,0.6666666666666666,0.03786825004671248,45924,0.0,0.0
77,0.3529765762429405,0.359523683653959,0.21154065996448443,0.8333333333333334,0.03836651649469554,45536,0.0,0.0
78,0.3545042125729099,0.3375880974374299,0.21428789251904184,1.0,0.038864782942678595,38619,0.0,0.0
79,0.5955930006480882,0.37136487404081314,0.21703512507359932,0.0,0.03936304939066165,38652,0.0,0.0
80,0.5434219053791316,0.4847728240551671,0.21978235762815676,0.16666666666666666,0.03986131583864472,43860,0.0,0.0
81,0.5255531895194889,0.5074740919276414,0.2225295901827132,0.3333333333333333,0.040359582286627775,42733,0.0,0.0
82,0.49884269975002316,0.4654735229326138,0.22527682273727065,0.5,0.04085784873461083,42347,0.0,0.0
83,0.486251273030275,0.47794487334966096,0.2280240552918281,0.6666666666666666,0.04135611518259389,41770,0.0,0.0
84,0.3063605221738728,0.3998182024147348,0.23077128784638554,0.8333333333333334,0.04185438163057695,41498,0.0,0.0
85,0.2936765114341265,0.30154155793276816,0.23351852040094198,1.0,0.04233188697656071,37863,0.0,0.0
86,0.5700861031385983,0.33623234496466103,0.23626575295549945,0.0,0.04283015342454378,37338,0.0,0.0
87,0.6053143227478938,0.3562376141130532,0.2390129855100569,0.16666666666666666,0.043328419872526835,43309,0.0,0.0
88,0.6332746967873345,0.3978746327648923,0.2417602180646143,0.3333333333333333,0.04382668632050989,44070,0.0,0.0
89,0.5968428849180631,0.47919868486166056,0.24450745061917076,0.5,0.04432495276849295,44674,0.0,0.0
90,0.5702249791685955,0.46194129854167226,0.2472546831737282,0.6666666666666666,0.04482321921647601,43887,0.0,0.0
91,0.2868252939542635,0.5329726129688475,0.2500019157282857,0.8333333333333334,0.04532148566445907,43312,0.0,0.0
92,0.21322099805573558,0.43680513902264867,0.2527491482828432,1.0,0.04581975211244213,37190,0.0,0.0
93,0.5944819924081104,0.3710273212308109,0.25549638083739956,0.0,0.04631801856042519,35600,0.0,0.0
94,0.604249606517915,0.41285681085767667,0.258243613391957,0.16666666666666666,0.046816285008408245,43836,0.0,0.0
95,0.5186093880196279,0.6042440022362114,0.26099084594651445,0.3333333333333333,0.0473145514563913,44047,0.0,0.0
96,0.5044903249699102,0.5310738514273388,0.2637380785010719,0.5,0.04781281790437437,42197,0.0,0.0
97,0.4482455328210351,0.5328062721950163,0.2664853110556294,0.6666666666666666,0.048311084352357425,41892,0.0,0.0
98,0.18044625497639108,0.5418650170618453,0.2692325436101858,0.8333333333333334,0.04880935080034048,40677,0.0,0.0
99,0.12017405795759652,0.47960965952429296,0.2719797761647433,1.0,0.04930761724832354,34892,0.0,0.0
100,0.4827793722803444,0.5356837831153266,0.27472700871930067,0.0,0.0498058836963066,33590,0.0,0.0
101,0.5011110082399778,0.38060326408207407,0.27747424127385817,0.16666666666666666,0.050304150144289655,41423,0.0,0.0
102,0.5679103786686418,0.3484486489671925,0.28022147382841456,0.3333333333333333,0.05080241659227272,41819,0.0,0.0
103,0.5393945005092121,0.41944653823009437,0.282968706382972,0.5,0.05130068304025578,43262,0.0,0.0
104,0.4868067771502639,0.4578405805950641,0.2857159389375295,0.6666666666666666,0.051798949488238835,42646,0.0,0.0
105,0.19961114711600778,0.4854634614827211,0.2884631714920869,0.8333333333333334,0.05229721593622189,41510,0.0,0.0
106,0.1411906304971762,0.5178521844846322,0.2912104040466434,1.0,0.05279548238420495,35306,0.0,0.0
107,0.4438940838811221,0.5214336135584268,0.2939576366012008,0.0,0.053293748832188015,34044,0.0,0.0
108,0.41857235441162854,0.5945970121778587,0.2967048691557583,0.16666666666666666,0.05379201528017107,40583,0.0,0.0
109,0.429450976761411,0.5936204901479797,0.29945210171031567,0.3333333333333333,0.05429028172815413,40036,0.0,0.0
110,0.4116285529117674,0.635390346137437,0.30219933426487217,0.5,0.05478854817613719,40271,0.0,0.0
111,0.16452180353670956,0.6453810944637616,0.3049465668194296,0.6666666666666666,0.055286814624120245,39886,0.0,0.0
112,0.0890195352282196,0.7085087077819808,0.307693799373987,0.8333333333333334,0.05578508107210331,34548,0.0,0.0
113,0.022497916859550042,0.5498454906321935,0.3104410319285445,1.0,0.05628334752008637,32917,1.0,0.0
114,0.07652069252846959,0.5472048760826628,0.3131882644831009,0.0,0.056781613968069425,31480,1.0,0.0
115,0.37792796963244146,0.41548573128923677,0.3159354970376584,0.16666666666666666,0.05727988041605248,32647,0.0,0.0
116,0.38630682344227385,0.4520030693849222,0.3186827295922158,0.3333333333333333,0.05777814686403554,39158,0.0,0.0
117,0.37880751782242383,0.4199049673040188,0.3214299621467733,0.5,0.058276413312018605,39339,0.0,0.0
118,0.1540598092769188,0.4616550015174097,0.32417719470132966,0.6666666666666666,0.05877467976000166,39177,0.0,0.0
119,0.11387834459772243,0.5473096925683071,0.32692442725588716,0.8333333333333334,0.05927294620798472,34322,0.0,0.0
120,0.08985279140820294,0.5414168922749526,0.3296716598104446,1.0,0.05977121265596778,33454,1.0,0.0
121,0.10656420701786871,0.4931417413918686,0.332418892365002,0.0,0.060269479103950835,32935,1.0,0.0
122,0.4206092028515878,0.4329740062980723,0.3351661249195595,0.16666666666666666,0.0607677455519339,33296,0.0,0.0
123,0.42306267938153874,0.4701978850888428,0.3379133574741159,0.3333333333333333,0.06126601199991696,40080,0.0,0.0
124,0.45560596241088785,0.4458133971526077,0.3406605900286734,0.5,0.061764278447900015,40133,0.0,0.0
125,0.44981946116100363,0.6329244749186886,0.34340782258323077,0.6666666666666666,0.06226254489588307,40836,0.0,0.0
126,0.23613554300527728,0.5799894912751179,0.34615505513778827,0.8333333333333334,0.06276081134386613,40711,0.0,0.0
127,0.18012221090639755,0.5826105876483093,0.3489022876923447,1.0,0.0632590777918492,36095,0.0,0.0
128,0.45403203407091935,0.604934409028345,0.35164952024690216,0.0,0.06375734423983224,34885,0.0,0.0
129,0.4518100175909638,0.5946655718252916,0.3543967528014596,0.16666666666666666,0.06425561068781531,40802,0.0,0.0
130,0.44972687714100545,0.5211316586325159,0.35714398535601705,0.3333333333333333,0.06475387713579837,40754,0.0,0.0
131,0.46856772521062867,0.5058951338942405,0.3598912179105735,0.5,0.06525214358378142,40709,0.0,0.0
132,0.42570132395148597,0.5244375720918653,0.3626384504651309,0.6666666666666666,0.06575041003176449,41116,0.0,0.0
133,0.21090639755578186,0.46173874202040827,0.3653856830196884,0.8333333333333334,0.06624867647974754,40190,0.0,0.0
134,0.18493657994630128,0.457791080946072,0.3681329155742458,1.0,0.0667469429277306,35550,0.0,0.0
135,0.4838903805203222,0.5276457531218378,0.37088014812880227,0.0,0.06724520937571367,34989,0.0,0.0
136,0.47051198963058977,0.5398293874379326,0.3736273806833597,0.16666666666666666,0.06774347582369672,41447,0.0,0.0
137,0.4914822701601704,0.5147341378390721,0.37637461323791715,0.3333333333333333,0.06824174227167978,41158,0.0,0.0
138,0.44954170910100916,0.4910957100049637,0.3791218457924746,0.5,0.06874000871966283,41611,0.0,0.0
139,0.45296731784094063,0.5358428932837228,0.381869078347031,0.6666666666666666,0.0692382751676459,40705,0.0,0.0
140,0.19030645310619387,0.6004610713005104,0.3846163109015885,0.8333333333333334,0.06973654161562896,40779,0.0,0.0
141,0.1777150263864457,0.5095895038826801,0.38736354345614593,1.0,0.07023480806361201,35105,0.0,0.0
142,0.4650958244606981,0.5205266370148695,0.3901107760107034,0.0,0.07073307451159508,34833,0.0,0.0
143,0.4490324969910193,0.5014488061137115,0.3928580085652598,0.16666666666666666,0.07123134095957813,41041,0.0,0.0
144,0.44722710860105547,0.5569944884919085,0.39560524111981726,0.3333333333333333,0.0717296074075612,40694,0.0,0.0
145,0.4788908434404222,0.4788679637015474,0.3983524736743747,0.5,0.07222787385554426,40655,0.0,0.0
146,0.44120914730117583,0.462966390268527,0.40109970622893215,0.6666666666666666,0.07272614030352731,41339,0.0,0.0
147,0.19840755485603184,0.4770261668316586,0.4038469387834886,0.8333333333333334,0.07322440675151037,40525,0.0,0.0
148,0.1651698916766966,0.557374293768595,0.4065941713380461,1.0,0.07372267319949342,35280,0.0,0.0
149,0.17688177020646237,0.5196470485902751,0.4093414038926035,0.0,0.07422093964747649,34562,1.0,0.0
150,0.4184797703916304,0.4700143509900372,0.4120886364471609,0.16666666666666666,0.07471920609545955,34815,0.0,0.0
151,0.4229700953615406,0.5609233193934721,0.41483586900171737,0.3333333333333333,0.0752174725434426,40034,0.0,0.0
152,0.40269419498194614,0.6526159873467536,0.4175831015562748,0.5,0.07571573899142567,40131,0.0,0.0
153,0.40658272382186833,0.7151657219424,0.42033033411083226,0.6666666666666666,0.07621400543940872,39693,0.0,0.0
154,0.15905934635681881,0.6905456444946029,0.4230775666653897,0.8333333333333334,0.07671227188739178,39777,0.0,0.0
155,0.14327377094713453,0.547760342508915,0.4258247992199472,1.0,0.07721053833537485,34430,0.0,0.0
156,0.44514396815109714,0.42110728351293897,0.4285720317745036,0.0,0.0777088047833579,34089,0.0,0.0
157,0.44222757152115544,0.5315155571085308,0.4313192643290611,0.16666666666666666,0.07820707123134096,40610,0.0,0.0
158,0.44116285529117677,0.5033048477599324,0.4340664968836185,0.3333333333333333,0.07870533767932401,40547,0.0,0.0
159,0.436302194241274,0.5236409891977343,0.4368137294381759,0.5,0.07920360412730708,40524,0.0,0.0
160,0.41963707064160727,0.4716552110694361,0.43956096199273237,0.6666666666666666,0.07970187057529014,40419,0.0,0.0
161,0.16618831589667624,0.4622928784436609,0.4423081945472898,0.8333333333333334,0.0802001370232732,40059,0.0,0.0
162,0.1784556985464309,0.4414174977603167,0.4450554271018473,1.0,0.08069840347125626,34584,1.0,0.0
163,0.4546338302009073,0.5673697690900872,0.4478026596564047,0.0,0.08119666991923931,34849,1.0,0.0
164,0.41727617813165446,0.6276881944570559,0.4505498922109612,0.16666666666666666,0.08169493636722237,40815,0.0,0.0
165,0.4419035274511619,0.6215016203856886,0.4532971247655186,0.3333333333333333,0.08219320281520544,40008,0.0,0.0
166,0.4214424590315711,0.47483990812948035,0.4560443573200761,0.5,0.08269146926318849,40540,0.0,0.0
167,0.4329691695213406,0.5146569825273654,0.4587915898746335,0.6666666666666666,0.08318973571117155,40098,0.0,0.0
168,0.1859550041662809,0.5155528761264854,0.4615388224291899,0.8333333333333334,0.0836880021591546,40347,0.0,0.0
169,0.15683732987686325,0.5400511208869496,0.4642860549837474,1.0,0.08418626860713767,35011,0.0,0.0
170,0.4328302934913434,0.6052555736840488,0.4670332875383048,0.0,0.08468453505512073,34382,0.0,0.0
171,0.45657809462086846,0.6031825808148337,0.4697805200928623,0.16666666666666666,0.08518280150310378,40344,0.0,0.0
172,0.45227293769095456,0.5321573570010267,0.4725277526474187,0.3333333333333333,0.08568106795108685,40857,0.0,0.0
173,0.45278214980094433,0.5665789067891526,0.4752749852019762,0.5,0.0861793343990699,40764,0.0,0.0
174,0.3909360244421813,0.5526876709934073,0.4780222177565336,0.6666666666666666,0.08667760084705296,40775,0.0,0.0
175,0.1933154337561337,0.5932514419766199,0.4807694503110911,0.8333333333333334,0.08717586729503601,39439,0.0,0.0
176,0.14095917044718081,0.7309366533904935,0.48351668286564753,1.0,0.08767413374301908,35170,0.0,0.0
177,0.5180538838996389,0.8980731260744143,0.4862639154202049,0.0,0.08817240019100214,34039,0.0,0.0
178,0.44889362096102214,0.639664725348926,0.4890111479747624,0.16666666666666666,0.0886706666389852,42185,0.0,0.0
179,0.42176650310156466,0.6028218603857359,0.4917583805293198,0.3333333333333333,0.08916893308696826,40691,0.0,0.0
180,0.4116285529117674,0.5686519531140826,0.4945056130838773,0.5,0.08966719953495131,40105,0.0,0.0
181,0.37325247662253497,0.5938552154056824,0.4972528456384337,0.6666666666666666,0.09016546598293437,39886,0.0,0.0
182,0.12535876307749283,0.6431290751125684,0.5000000781929912,0.8333333333333334,0.09066373243091744,39057,0.0,0.0
183,0.10054624571798908,0.7052363877106412,0.5027473107475485,1.0,0.09116199887890049,33702,0.0,0.0
184,0.4315341172113693,0.752465588019119,0.5054945433021061,0.0,0.09166026532688355,33166,0.0,0.0
185,0.44273678363114527,0.7481970383221421,0.5082417758566625,0.16666666666666666,0.0921585317748666,40316,0.0,0.0
186,0.439450050921211,0.5616901654706543,0.5109890084112199,0.3333333333333333,0.09265679822284967,40558,0.0,0.0
187,0.4350060179612999,0.538715260401577,0.5137362409657773,0.5,0.09315506467083273,40487,0.0,0.0
188,0.4386630867512267,0.5362206030828898,0.5164834735203349,0.6666666666666666,0.09365333111881578,40391,0.0,0.0
189,0.15331913711693362,0.6186508354921011,0.5192307060748912,0.8333333333333334,0.09415159756679885,40470,0.0,0.0
190,0.1340153689473197,0.6364245865103012,0.5219779386294486,1.0,0.0946498640147819,34306,0.0,0.0
191,0.4201462827515971,0.6875514373787338,0.5247251711840062,0.0,0.09514813046276496,33889,0.0,0.0
192,0.4161188778816776,0.6044259912555106,0.5274724037385636,0.16666666666666666,0.09564639691074803,40070,0.0,0.0
193,0.3990834182020183,0.5403297225312751,0.53021963629312,0.3333333333333333,0.09614466335873108,39983,0.0,0.0
194,0.40297194704194056,0.6202413928913971,0.5329668688476774,0.5,0.09664292980671414,39615,0.0,0.0
195,0.40024071845199516,0.6991152645472247,0.535714101402235,0.6666666666666666,0.09714119625469719,39699,0.0,0.0
196,0.21743357096565133,0.5510782134352061,0.5384613339567924,0.8333333333333334,0.09763946270268026,39640,0.0,0.0
197,0.1599851865568003,0.5775510342323843,0.5412085665113487,1.0,0.09813772915066332,35691,0.0,0.0
198,0.4399592630312008,0.541886567238442,0.5439557990659063,0.0,0.09863599559864637,34450,0.0,0.0
199,0.3899176002222016,0.5613916995627711,0.5467030316204637,0.16666666666666666,0.09913426204662944,40498,0.0,0.0
200,0.40644384779187115,0.5431242103054182,0.5494502641750211,0.3333333333333333,0.09963252849461249,39417,0.0,0.0
201,0.41792426627164153,0.5422790727974441,0.5521974967295785,0.5,0.10013079494259555,39774,0.0,0.0
202,0.3731598926025368,0.5731792541100863,0.5549447292841351,0.6666666666666666,0.10062906139057862,40022,0.0,0.0
203,0.12063697805758726,0.5316590092107883,0.5576919618386925,0.8333333333333334,0.10112732783856167,39055,0.0,0.0
204,0.09860198129802795,0.5812284324226439,0.5604391943932499,1.0,0.10162559428654473,33600,0.0,0.0
205,0.3646884547727062,0.5909391971866554,0.5631864269478064,0.0,0.10212386073452778,33124,0.0,0.0
206,0.3648736228127025,0.5854825626273633,0.5659336595023639,0.16666666666666666,0.10262212718251085,38872,0.0,0.0
207,0.3638089065827238,0.6080685782793324,0.5686808920569212,0.3333333333333333,0.10312039363049391,38876,0.0,0.0
208,0.38200166651235995,0.6608071427575094,0.5714281246114786,0.5,0.10361866007847696,38853,0.0,0.0
209,0.35552263679288953,0.5847644518770068,0.5741753571660352,0.6666666666666666,0.10411692652646003,39246,0.0,0.0
210,0.09290806406814184,0.5682561862184946,0.5769225897205926,0.8333333333333334,0.10461519297444308,38674,0.0,0.0
211,0.0661049902786779,0.697493896706575,0.57966982227515,1.0,0.10511345942242614,33001,0.0,0.0
212,0.3958892695120822,0.7616956324205777,0.5824170548297075,0.0,0.1056117258704092,32422,0.0,0.0
213,0.39061198037218775,0.7468334537508047,0.585164287384265,0.16666666666666666,0.10610999231839226,39546,0.0,0.0
214,0.3889454680122211,0.7865771882317203,0.5879115199388214,0.3333333333333333,0.10660825876637532,39432,0.0,0.0
215,0.4274141283214517,0.6107229586208132,0.5906587524933787,0.5,0.10710652521435837,39396,0.0,0.0
216,0.3539950004629201,0.6578483424850786,0.5934059850479363,0.6666666666666666,0.10760479166234144,40227,0.0,0.0
217,0.10448106656791038,0.5970055688294486,0.5961532176024937,0.8333333333333334,0.1081030581103245,38641,0.0,0.0
218,0.0804555133783909,0.5809143977187677,0.5989004501570501,1.0,0.10860132455830755,33251,0.0,0.0
219,0.36862327562262753,0.6043814322721258,0.6016476827116076,0.0,0.10909959100629062,32732,0.0,0.0
220,0.35496713267290064,0.5440346296870293,0.6043949152661651,0.16666666666666666,0.10959785745427367,38957,0.0,0.0
221,0.38913063605221737,0.5950366414500606,0.6071421478207225,0.3333333333333333,0.11009612390225673,38662,0.0,0.0
222,0.41519303768169613,0.599640086849058,0.6098893803752788,0.5,0.1105943903502398,39400,0.0,0.0
223,0.41644292195167115,0.6319855122952494,0.6126366129298364,0.6666666666666666,0.11109265679822285,39963,0.0,0.0
224,0.1652161836866957,0.6383949925513218,0.6153838454843938,0.8333333333333334,0.11159092324620591,39990,0.0,0.0
225,0.11026756781779465,0.611930400851078,0.6181310780389512,1.0,0.11208918969418896,34563,0.0,0.0
226,0.4095454124618091,0.6244461531750662,0.6208783105935077,0.0,0.11258745614217203,33376,0.0,0.0
227,0.42199796315156,0.5876893578228412,0.6236255431480652,0.16666666666666666,0.11308572259015509,39841,0.0,0.0
228,0.3855198592722896,0.5947730198957808,0.6263727757026226,0.3333333333333333,0.11358398903813814,40110,0.0,0.0
229,0.4106101286917878,0.5594714682966678,0.62912000825718,0.5,0.1140822554861212,39322,0.0,0.0
230,0.37283584853254326,0.5847394516250602,0.6318672408117365,0.6666666666666666,0.11458052193410426,39864,0.0,0.0
231,0.15313396907693733,0.6460063938622173,0.634614473366294,0.8333333333333334,0.11507878838208732,39048,0.0,0.0
232,0.123599666697528,0.6837128747745143,0.6373617059208514,1.0,0.11557705483007039,34302,0.0,0.0
233,0.3887602999722248,0.6291697513647051,0.6401089384754088,0.0,0.11607532127805344,33664,0.0,0.0
234,0.43222849736135543,0.5169238022846875,0.6428561710299653,0.16666666666666666,0.1165735877260365,39392,0.0,0.0
235,0.3990834182020183,0.5718211707749925,0.6456034035845227,0.3333333333333333,0.11707185417401955,40331,0.0,0.0
236,0.41718359411165634,0.4827044461904933,0.6483506361390801,0.5,0.11757012062200262,39615,0.0,0.0
237,0.41773909823164523,0.5038059237434002,0.6510978686936376,0.6666666666666666,0.11806838706998568,40006,0.0,0.0
238,0.1558189056568836,0.5326030644668789,0.6538451012481951,0.8333333333333334,0.11856665351796873,40018,0.0,0.0
239,0.11725766132765485,0.545660108025647,0.6565923338027515,1.0,0.1190649199659518,34360,0.0,0.0
240,0.12614572724747708,0.5103291536253978,0.659339566357309,0.0,0.11956318641393485,33527,1.0,0.0
241,0.3950097213220998,0.5070281461510313,0.6620867989118664,0.16666666666666666,0.12006145286191791,33719,0.0,0.0
242,0.40945282844181097,0.5308682965177061,0.6648340314664238,0.3333333333333333,0.12055971930990098,39527,0.0,0.0
243,0.39829645403203406,0.6016377174793507,0.6675812640209802,0.5,0.12105798575788403,39839,0.0,0.0
244,0.3950097213220998,0.619506500310273,0.6703284965755377,0.6666666666666666,0.12155625220586709,39598,0.0,0.0
245,0.1900749930561985,0.6380442735035698,0.6730757291300952,0.8333333333333334,0.12205451865385014,39527,0.0,0.0
246,0.1592445143968151,0.613331012125798,0.6758229616846526,1.0,0.1225527851018332,35100,0.0,0.0
247,0.45750393482084994,0.526877526347999,0.678570194239209,0.0,0.12305105154981627,34434,0.0,0.0
248,0.4937042866401259,0.5408124655164207,0.6813174267937665,0.16666666666666666,0.12354931799779932,40877,0.0,0.0
249,0.45296731784094063,0.5253281181554355,0.684064659348324,0.3333333333333333,0.12404758444578239,41659,0.0,0.0
